Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Method,"ch02.Skewer.isVegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,2,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Method,"ch02.Skewer.onlyOnions",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch02.Sword",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,1,0,1,1,0,1,,,,0,1,1,0,,,,,,0,0,0,0,,2,0,,0,1.00,0,0,0,0
Public Class,"ch02.Test",1,1,1,1,8,1,7,0,1,2,0,,1,0,,,,0,0,1,1,0,0,0,1,,11,2,9,5,5,0,,,,5,7,5,2,,,,,,1,1,1,1,,1,0,,0,0.00,1,1,1,1
Public Static Method,"ch02.Test.main",,,,,,,,,,,,,,,,,,,,,,,,,,0,8,1,7,4,5,0,5,1,0,5,6,4,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Class,"ch02.TestTYangRouChuan",1,1,1,1,14,3,9,2,1,4,0,,1,0,,,,0,0,1,1,0,0,0,1,,18,5,11,2,7,2,,,,7,9,2,7,,,,,,1,1,1,1,,1,0,,0,0.18,1,1,1,1
Public Static Method,"ch02.TestTYangRouChuan.main",,,,,,,,,,,,,,,,,,,,,,,,,,0,14,3,9,1,7,2,8,1,0,7,8,1,7,1,1,1,1,0,,,,,0,,0,0,,0.22,1,1,1,1
Class,"ch02.Tomato",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,4,1,4,8,2,0,0,2,,23,2,17,9,4,6,,,,5,10,6,4,,,,,,1,1,1,1,,2,0,,50,0.35,4,4,4,4
Public Constructor,"ch02.Tomato.Tomato",,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Tomato.isVegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,2,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Method,"ch02.Tomato.onlyOnions",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Method,"ch02.Tomato.toString",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch02.Wood",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,1,,,,0,1,1,0,,,,,,0,0,0,0,,2,0,,0,0.50,0,0,0,0
Public Abstract Class,"ch02.YangRouChuan",1,1,1,1,4,0,3,1,1,0,4,,0,0,,,,4,0,4,4,2,0,0,2,,15,2,11,6,2,4,,,,4,7,5,2,,,,,,1,1,1,1,,1,0,,0,0.36,2,2,2,2
Public Constructor,"ch02.YangRouChuan.YangRouChuan",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,4,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Abstract Method,"ch02.YangRouChuan.isVegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,1.00,0,0,0,0
Abstract Method,"ch02.YangRouChuan.onlyOnions",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,1.00,0,0,0,0
Public Method,"ch02.YangRouChuan.toString",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch02.Zero",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,0,,,,0,1,1,0,,,,,,0,0,0,0,,2,0,,0,0.00,0,0,0,0
Class,"ch02.Zucchini",1,1,1,1,3,0,2,1,1,0,0,,0,0,,,,3,1,3,6,2,0,0,1,,18,2,13,8,3,4,,,,5,8,5,3,,,,,,1,1,1,1,,2,0,,0,0.31,3,3,3,3
Public Constructor,"ch02.Zucchini.Zucchini",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Zucchini.isVeggie",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Zucchini.whatHolder",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,2,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.50,1,1,1,1
Package,"ch03",1,1,1,1,4,0,3,1,,,,7,0,0,,1,,26,5,26,,21,0,0,5,,196,47,110,57,23,50,,,,32,62,39,23,,,,,,1,1,1,1,,,0,,,0.45,23,23,23,23
Class,"ch03.Anchovy",1,1,1,1,4,0,3,1,1,1,0,,0,0,,,,4,1,4,7,3,0,0,1,,28,4,18,9,4,7,,,,5,10,6,4,,,,,,1,1,1,1,,2,0,,0,0.39,4,4,4,4
Public Constructor,"ch03.Anchovy.Anchovy",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch03.Anchovy.remA",,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,3,1,1,2,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Method,"ch03.Anchovy.subAwC",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,2,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Method,"ch03.Anchovy.topAwC",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,4,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch03.Cheese",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,4,1,4,7,3,0,0,1,,27,5,18,9,4,5,,,,5,10,6,4,,,,,,1,1,1,1,,2,0,,0,0.28,4,4,4,4
Public Constructor,"ch03.Cheese.Cheese",,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch03.Cheese.remA",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch03.Cheese.subAwC",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,2,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Method,"ch03.Cheese.topAwC",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch03.Crust",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,3,0,3,6,3,0,0,0,,21,4,14,7,3,5,,,,3,7,4,3,,,,,,1,1,1,1,,2,0,,0,0.36,3,3,3,3
Method,"ch03.Crust.remA",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch03.Crust.subAwC",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,2,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Method,"ch03.Crust.topAwC",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch03.Olive",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,4,1,4,7,3,0,0,1,,26,4,18,9,4,5,,,,5,10,6,4,,,,,,1,1,1,1,,2,0,,0,0.28,4,4,4,4
Public Constructor,"ch03.Olive.Olive",,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch03.Olive.remA",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch03.Olive.subAwC",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,2,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Method,"ch03.Olive.topAwC",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Abstract Class,"ch03.PizzaD",0,0,0,0,0,0,0,0,1,0,6,,0,0,,,,3,0,3,3,3,0,0,0,,6,1,5,4,0,4,,,,3,4,4,0,,,,,,0,0,0,0,,1,0,,0,0.80,0,0,0,0
Abstract Method,"ch03.PizzaD.remA",,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,1.00,0,0,0,0
Abstract Method,"ch03.PizzaD.subAwC",,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,1.00,0,0,0,0
Abstract Method,"ch03.PizzaD.topAwC",,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,1.00,0,0,0,0
Class,"ch03.Sausage",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,4,1,4,7,3,0,0,1,,26,4,18,9,4,5,,,,5,10,6,4,,,,,,1,1,1,1,,2,0,,0,0.28,4,4,4,4
Public Constructor,"ch03.Sausage.Sausage",,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch03.Sausage.remA",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch03.Sausage.subAwC",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,2,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Method,"ch03.Sausage.topAwC",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch03.Spinach",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,4,1,4,7,3,0,0,1,,26,4,18,9,4,5,,,,5,10,6,4,,,,,,1,1,1,1,,2,0,,0,0.28,4,4,4,4
Public Constructor,"ch03.Spinach.Spinach",,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch03.Spinach.remA",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch03.Spinach.subAwC",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,2,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Method,"ch03.Spinach.topAwC",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Package,"ch04",1,1,1,1,3,0,3,0,,,,7,0,0,,1,,21,5,21,,18,0,0,3,,130,24,87,42,21,27,,,,27,53,34,19,,,,,,1,1,1,1,,,0,,,0.31,19,19,19,19
Class,"ch04.IsVegetarianV",1,1,1,1,3,0,3,0,1,1,0,,0,0,,,,4,0,4,4,4,0,0,0,,14,0,14,5,4,0,,,,4,9,5,4,,,,,,1,1,1,1,,1,0,,0,0.00,4,4,4,4
Method,"ch04.IsVegetarianV.forLamb",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch04.IsVegetarianV.forOnion",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch04.IsVegetarianV.forSkewer",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch04.IsVegetarianV.forTomato",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Class,"ch04.Lamb",1,1,1,1,4,0,3,1,1,2,0,,0,0,,,,3,1,3,5,2,0,0,1,,21,4,14,7,3,4,,,,4,8,5,3,,,,,,1,1,1,1,,2,0,,0,0.29,3,3,3,3
Public Constructor,"ch04.Lamb.Lamb",,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch04.Lamb.isVegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch04.Lamb.onlyOnions",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch04.Onion",1,1,1,1,4,0,3,1,1,2,0,,0,0,,,,3,1,3,5,2,0,0,1,,20,3,14,7,3,4,,,,4,8,5,3,,,,,,1,1,1,1,,2,0,,0,0.29,3,3,3,3
Public Constructor,"ch04.Onion.Onion",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch04.Onion.isVegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch04.Onion.onlyOnions",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch04.OnlyOnionsV",1,1,1,1,3,0,3,0,1,1,0,,0,0,,,,4,0,4,4,4,0,0,0,,14,0,14,5,4,1,,,,4,9,5,4,,,,,,1,1,1,1,,1,0,,0,0.07,4,4,4,4
Method,"ch04.OnlyOnionsV.forLamb",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch04.OnlyOnionsV.forOnion",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch04.OnlyOnionsV.forSkewer",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch04.OnlyOnionsV.forTomato",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Class,"ch04.Skewer",1,1,1,1,4,0,3,1,1,2,0,,0,0,,,,2,0,2,4,2,0,0,0,,16,4,10,5,2,3,,,,2,5,3,2,,,,,,1,1,1,1,,2,0,,0,0.30,2,2,2,2
Method,"ch04.Skewer.isVegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,2,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Method,"ch04.Skewer.onlyOnions",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch04.Tomato",1,1,1,1,4,0,3,1,1,2,0,,0,0,,,,3,1,3,5,2,0,0,1,,18,2,13,7,3,5,,,,4,8,5,3,,,,,,1,1,1,1,,2,0,,0,0.38,3,3,3,3
Public Constructor,"ch04.Tomato.Tomato",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch04.Tomato.isVegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,2,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Method,"ch04.Tomato.onlyOnions",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Abstract Class,"ch04.YangRouChuan",0,0,0,0,0,0,0,0,1,2,4,,0,0,,,,2,2,2,2,2,0,0,0,,8,1,6,5,2,3,,,,4,5,5,0,,,,,,0,0,0,0,,1,0,,0,0.50,0,0,0,0
Abstract Method,"ch04.YangRouChuan.isVegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,1.00,0,0,0,0
Abstract Method,"ch04.YangRouChuan.onlyOnions",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,1.00,0,0,0,0
Package,"ch05",1,1,1,1,4,0,4,0,,,,18,0,0,,3,,28,8,28,,19,0,0,9,,263,63,158,67,47,52,,,,48,95,57,38,,,,,,2,2,2,1,,,1,,,0.33,30,30,30,24
Class,"ch05.AnchovyFish",1,1,1,1,4,0,3,2,1,0,0,,0,0,,,,1,0,1,2,0,0,0,1,,9,2,6,3,1,2,,,,1,3,2,1,,,,,,1,1,1,1,,2,0,,0,0.33,1,1,1,1
Public Method,"ch05.AnchovyFish.equals",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,2,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Class,"ch05.Bot",1,1,1,1,4,0,3,1,1,1,0,,0,0,,,,2,0,2,4,2,0,0,0,,15,3,10,5,2,4,,,,2,5,3,2,,,,,,1,1,1,1,,2,0,,0,0.40,2,2,2,2
Method,"ch05.Bot.remA",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch05.Bot.remFish",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,2,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Class,"ch05.Bot1",1,1,1,1,4,0,3,1,1,1,0,,0,0,,,,1,0,1,2,1,0,0,0,,9,2,6,3,1,1,,,,1,3,2,1,,,,,,1,1,1,1,,2,0,,0,0.17,1,1,1,1
Method,"ch05.Bot1.remA",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Abstract Class,"ch05.FishD",0,0,0,0,0,0,0,0,1,0,3,,0,0,,,,1,0,1,1,0,0,0,1,,3,0,3,3,0,0,,,,2,2,2,0,,,,,,0,0,0,0,,1,0,,0,0.00,0,0,0,0
Public Abstract Method,"ch05.FishD.equals",,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,0.00,0,0,0,0
Class,"ch05.MoreThanOne",1,1,1,1,5,0,5,0,1,0,0,,0,0,,,,2,1,2,2,0,0,0,2,,16,2,13,4,5,1,,,,4,8,4,4,,,,,,2,2,2,1,,2,1,,0,0.08,3,3,3,2
Public Constructor,"ch05.MoreThanOne.MoreThanOne",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Method,"ch05.MoreThanOne.equals",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,1,4,0,2,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.00,2,2,2,1
Public Abstract Class,"ch05.NumD",0,0,0,0,0,0,0,0,1,0,2,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,0,,,,0,1,1,0,,,,,,0,0,0,0,,1,0,,0,0.00,0,0,0,0
Public Abstract Class,"ch05.PieD",0,0,0,0,0,0,0,0,1,3,2,,0,0,,,,2,2,2,2,2,0,0,0,,8,1,6,5,2,2,,,,4,5,5,0,,,,,,0,0,0,0,,1,0,,0,0.33,0,0,0,0
Abstract Method,"ch05.PieD.remA",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,0.00,0,0,0,0
Abstract Method,"ch05.PieD.remFish",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,0.00,0,0,0,0
Public Abstract Class,"ch05.PieDGeneral",0,0,0,0,0,0,0,0,1,1,2,,0,0,,,,1,1,1,1,1,0,0,0,,6,1,4,3,1,2,,,,2,3,3,0,,,,,,0,0,0,0,,1,0,,0,0.50,0,0,0,0
Abstract Method,"ch05.PieDGeneral.remA",,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,0.00,0,0,0,0
Class,"ch05.RemAV",1,1,1,1,5,0,5,0,1,4,0,,0,0,,,,2,0,2,2,2,0,0,0,,12,0,12,3,5,0,,,,3,7,3,4,,,,,,2,2,2,1,,1,1,,0,0.00,3,3,3,2
Method,"ch05.RemAV.forBot",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch05.RemAV.forTop",,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,1,4,0,4,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.00,2,2,2,1
Class,"ch05.RemFishInt",1,1,1,1,5,0,5,0,1,4,0,,0,0,,,,2,0,2,2,2,0,0,0,,13,0,12,3,5,2,,,,3,7,3,4,,,,,,2,2,2,1,,1,1,,0,0.17,3,3,3,2
Method,"ch05.RemFishInt.forBot",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch05.RemFishInt.forTop",,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,1,4,1,4,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.14,2,2,2,1
Class,"ch05.RemFishV",1,1,1,1,5,0,5,0,1,4,0,,0,0,,,,2,0,2,2,2,0,0,0,,13,0,12,3,5,1,,,,3,7,3,4,,,,,,2,2,2,1,,1,1,,0,0.08,3,3,3,2
Method,"ch05.RemFishV.forBot",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch05.RemFishV.forTop",,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,7,1,4,0,4,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.00,2,2,2,1
Class,"ch05.RemFishV1",1,1,1,1,5,0,5,0,1,4,0,,0,0,,,,2,0,2,2,2,0,0,0,,13,0,12,3,5,1,,,,3,7,3,4,,,,,,2,2,2,1,,1,1,,0,0.08,3,3,3,2
Method,"ch05.RemFishV1.forBot",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch05.RemFishV1.forTop",,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,1,4,0,4,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.00,2,2,2,1
Class,"ch05.RemV",1,1,1,1,5,0,5,0,1,3,0,,0,0,,,,2,0,2,2,2,0,0,0,,13,0,12,3,5,2,,,,3,7,3,4,,,,,,2,2,2,1,,1,1,,0,0.17,3,3,3,2
Method,"ch05.RemV.forBot",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch05.RemV.forTop",,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,7,1,4,1,4,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.14,2,2,2,1
Class,"ch05.SalmonFish",1,1,1,1,4,0,3,2,1,0,0,,0,0,,,,1,0,1,2,0,0,0,1,,9,2,6,3,1,2,,,,1,3,2,1,,,,,,1,1,1,1,,2,0,,0,0.33,1,1,1,1
Public Method,"ch05.SalmonFish.equals",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,2,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
