Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Class,"YeRestaurant.Restaurant",2,2,2,1,18,1,13,4,1,1,0,,1,0,,,,3,1,4,4,0,0,0,4,,105,12,56,13,29,37,,,,21,32,15,17,,,,,,7,7,7,1,,1,2,,50,0.66,11,11,11,4
Public Constructor,"YeRestaurant.Restaurant.Restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"YeRestaurant.Restaurant.init",,,,,,,,,,,,,,,,,,,,,,,,,,5,53,4,35,7,21,14,7,8,1,14,19,8,11,7,7,7,1,11,,,,,0,,2,0,,0.40,7,7,7,1
Public Static Method,"YeRestaurant.Restaurant.main",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,8,2,5,2,4,1,0,5,6,2,4,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Public Method,"YeRestaurant.Restaurant.showFoods",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,7,1,2,1,2,2,0,1,4,2,2,2,2,2,1,0,,,,,0,,1,0,,0.14,2,2,2,1
Public Class,"YeRestaurant.RestaurantHutoolProp",2,2,2,1,13,0,10,1,1,1,0,,1,0,,,,3,1,4,4,0,0,0,4,,59,5,45,11,21,9,,,,16,26,13,13,,,,,,5,5,5,1,,1,2,,50,0.20,9,9,9,4
Public Constructor,"YeRestaurant.RestaurantHutoolProp.RestaurantHutoolProp",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"YeRestaurant.RestaurantHutoolProp.init",,,,,,,,,,,,,,,,,,,,,,,,,,3,31,3,24,5,13,4,6,5,1,9,13,6,7,5,5,5,1,6,,,,,0,,2,0,,0.17,5,5,5,1
Public Static Method,"YeRestaurant.RestaurantHutoolProp.main",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,8,2,5,2,4,1,0,5,6,2,4,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Public Method,"YeRestaurant.RestaurantHutoolProp.showFoods",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,7,1,2,1,2,2,0,1,4,2,2,2,2,2,1,0,,,,,0,,1,0,,0.14,2,2,2,1
Public Class,"YeRestaurant.RestaurantHutoolSettings",2,2,2,1,17,0,10,6,1,1,0,,1,0,,,,3,1,4,4,0,0,0,4,,77,5,45,11,21,27,,,,16,26,13,13,,,,,,5,5,5,1,,1,2,,50,0.60,9,9,9,4
Public Constructor,"YeRestaurant.RestaurantHutoolSettings.RestaurantHutoolSettings",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"YeRestaurant.RestaurantHutoolSettings.init",,,,,,,,,,,,,,,,,,,,,,,,,,3,49,3,24,5,13,22,7,5,1,9,13,6,7,5,5,5,1,6,,,,,0,,2,0,,0.92,5,5,5,1
Public Static Method,"YeRestaurant.RestaurantHutoolSettings.main",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,8,2,5,2,4,1,0,5,6,2,4,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Public Method,"YeRestaurant.RestaurantHutoolSettings.showFoods",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,7,1,2,1,2,2,0,1,4,2,2,2,2,2,1,0,,,,,0,,1,0,,0.14,2,2,2,1
Package,"ch01",1,1,1,1,4,0,3,0,,,,16,2,0,,6,,6,7,8,,0,0,0,8,,155,47,70,40,12,42,,,,29,49,39,10,,,,,,1,1,1,1,,,0,,,0.60,8,8,8,8
Class,"ch01.Base",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,1,1,1,1,0,0,0,1,,8,1,6,3,1,1,,,,2,4,3,1,,,,,,1,1,1,1,,2,0,,0,0.17,1,1,1,1
Public Constructor,"ch01.Base.Base",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch01.CartesianPt",1,1,1,1,5,0,4,1,1,0,0,,0,0,,,,1,2,1,1,0,0,0,1,,9,0,8,4,2,1,,,,4,6,4,2,,,,,,1,1,1,1,,2,0,,0,0.13,1,1,1,1
Public Constructor,"ch01.CartesianPt.CartesianPt",,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,4,1,2,1,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Public Abstract Class,"ch01.LayerD",0,0,0,0,0,0,0,0,1,0,2,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,0,,,,0,1,1,0,,,,,,0,0,0,0,,1,0,,0,0.00,0,0,0,0
Class,"ch01.ManHattanPt",1,1,1,1,4,0,3,0,1,0,0,,0,0,,,,2,2,2,2,0,0,0,2,,16,3,12,6,3,1,,,,5,8,5,3,,,,,,1,1,1,1,,2,0,,0,0.08,2,2,2,2
Public Constructor,"ch01.ManHattanPt.ManHattanPt",,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,4,1,2,1,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Public Method,"ch01.ManHattanPt.toString",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Class,"ch01.MoreThanOne",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,1,1,1,1,0,0,0,1,,9,2,6,3,1,1,,,,2,4,3,1,,,,,,1,1,1,1,,2,0,,0,0.17,1,1,1,1
Public Constructor,"ch01.MoreThanOne.MoreThanOne",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Abstract Class,"ch01.NumD",0,0,0,0,0,0,0,0,1,0,2,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,0,,,,0,1,1,0,,,,,,0,0,0,0,,1,0,,0,0.00,0,0,0,0
Class,"ch01.Pepper",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,1,0,1,1,0,1,,,,1,1,1,0,,,,,,0,0,0,0,,2,0,,0,1.00,0,0,0,0
Abstract Class,"ch01.PointD",0,0,0,0,0,0,0,0,1,0,2,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,0,,,,0,1,1,0,,,,,,0,0,0,0,,1,0,,0,0.00,0,0,0,0
Class,"ch01.Sage",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,1,0,1,1,0,1,,,,1,1,1,0,,,,,,0,0,0,0,,2,0,,0,1.00,0,0,0,0
Class,"ch01.Salt",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,1,0,1,1,0,1,,,,1,1,1,0,,,,,,0,0,0,0,,2,0,,0,1.00,0,0,0,0
Public Abstract Class,"ch01.Seasoning",0,0,0,0,0,0,0,0,1,0,4,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,0,,,,0,1,1,0,,,,,,0,0,0,0,,1,0,,0,0.00,0,0,0,0
Class,"ch01.Slice",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,1,1,1,1,0,0,0,1,,9,2,6,3,1,1,,,,2,4,3,1,,,,,,1,1,1,1,,2,0,,0,0.17,1,1,1,1
Public Constructor,"ch01.Slice.Slice",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Class,"ch01.Test",1,1,1,1,4,0,4,0,1,1,0,,1,0,,,,0,0,1,1,0,0,0,1,,7,1,6,3,2,0,,,,2,4,3,1,,,,,,1,1,1,1,,1,0,,0,0.00,1,1,1,1
Public Static Method,"ch01.Test.main",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,2,0,2,1,0,2,3,2,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Class,"ch01.TestMain",1,1,1,1,4,0,4,0,1,1,0,,1,0,,,,0,0,1,1,0,0,0,1,,6,0,6,3,2,0,,,,2,4,3,1,,,,,,1,1,1,1,,1,0,,0,0.00,1,1,1,1
Public Static Method,"ch01.TestMain.main",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,2,0,2,1,0,2,3,2,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Class,"ch01.Thyme",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,1,0,1,1,0,1,,,,1,1,1,0,,,,,,0,0,0,0,,2,0,,0,1.00,0,0,0,0
Class,"ch01.Zero",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,0,,,,0,1,1,0,,,,,,0,0,0,0,,2,0,,0,0.00,0,0,0,0
Package,"ch02",1,1,1,1,4,0,3,0,,,,37,3,0,,11,,60,22,63,,37,0,0,26,,572,128,334,177,77,136,,,,124,211,139,72,,,,,,1,1,1,1,,,0,,,0.41,56,56,56,56
Class,"ch02.Brass",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,1,,,,0,1,1,0,,,,,,0,0,0,0,,2,0,,0,0.50,0,0,0,0
Class,"ch02.CartesianPt",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,2,2,2,4,1,0,0,1,,14,0,12,6,3,2,,,,5,8,5,3,,,,,,1,1,1,1,,2,0,,0,0.17,2,2,2,2
Public Constructor,"ch02.CartesianPt.CartesianPt",,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,4,1,2,1,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Method,"ch02.CartesianPt.distanceTo0",,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch02.CartesianPt1",1,1,1,1,4,0,3,0,1,0,0,,0,0,,,,3,2,3,4,2,0,0,1,,20,1,16,7,4,3,,,,6,10,6,4,,,,,,1,1,1,1,,2,0,,33,0.19,3,3,3,3
Public Constructor,"ch02.CartesianPt1.CartesianPt1",,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,4,1,2,1,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Method,"ch02.CartesianPt1.closerTo0",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch02.CartesianPt1.distanceTo0",,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch02.CartesianPt2",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,2,2,2,4,1,0,0,1,,16,2,12,6,3,2,,,,5,8,5,3,,,,,,1,1,1,1,,2,0,,0,0.17,2,2,2,2
Public Constructor,"ch02.CartesianPt2.CartesianPt2",,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,4,1,2,1,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Method,"ch02.CartesianPt2.distanceTo0",,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch02.Copper",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,1,,,,0,1,1,0,,,,,,0,0,0,0,,2,0,,0,0.50,0,0,0,0
Class,"ch02.Dagger",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,1,,,,0,1,1,0,,,,,,0,0,0,0,,2,0,,0,0.50,0,0,0,0
Class,"ch02.Gold",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,1,,,,0,1,1,0,,,,,,0,0,0,0,,2,0,,0,0.50,0,0,0,0
Class,"ch02.Holder",1,1,1,1,3,0,2,1,1,0,0,,0,0,,,,3,1,3,6,2,0,0,1,,18,2,13,8,3,4,,,,5,8,5,3,,,,,,1,1,1,1,,2,0,,33,0.31,3,3,3,3
Public Constructor,"ch02.Holder.Holder",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Holder.isVeggie",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Holder.whatHolder",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,2,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.50,1,1,1,1
Public Abstract Class,"ch02.KaoRou",1,1,1,1,4,0,3,1,1,0,6,,0,0,,,,3,0,3,3,2,0,0,1,,10,1,8,5,1,4,,,,3,5,4,1,,,,,,1,1,1,1,,1,0,,0,0.50,1,1,1,1
Abstract Method,"ch02.KaoRou.isVeggie",,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,1.00,0,0,0,0
Public Method,"ch02.KaoRou.toString",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Abstract Method,"ch02.KaoRou.whatHolder",,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,1.00,0,0,0,0
Public Abstract Class,"ch02.KaoRouChuan",0,0,0,0,0,0,0,0,1,0,3,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,1,,,,0,1,1,0,,,,,,0,0,0,0,,1,0,,0,0.50,0,0,0,0
Public Abstract Class,"ch02.KaoRouPlates",0,0,0,0,0,0,0,0,1,0,5,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,1,,,,0,1,1,0,,,,,,0,0,0,0,,1,0,,0,0.50,0,0,0,0
Class,"ch02.Lamb",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,3,1,3,7,2,0,0,1,,21,4,14,7,3,4,,,,4,8,5,3,,,,,,1,1,1,1,,2,0,,66,0.29,3,3,3,3
Public Constructor,"ch02.Lamb.Lamb",,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Lamb.isVegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Lamb.onlyOnions",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Class,"ch02.Main",1,1,1,1,8,0,8,0,1,6,0,,1,0,,,,0,0,1,1,0,0,0,1,,10,0,10,4,6,0,,,,6,8,4,4,,,,,,1,1,1,1,,1,0,,0,0.00,1,1,1,1
Public Static Method,"ch02.Main.main",,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,8,3,6,0,6,1,0,6,7,3,4,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Class,"ch02.ManHattanPt",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,3,2,3,5,1,0,0,2,,20,1,16,8,4,3,,,,6,10,6,4,,,,,,1,1,1,1,,2,0,,0,0.19,3,3,3,3
Public Constructor,"ch02.ManHattanPt.ManHattanPt",,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,4,1,2,1,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Method,"ch02.ManHattanPt.distanceTo0",,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Method,"ch02.ManHattanPt.toString",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch02.ManHattanPt1",1,1,1,1,4,0,3,0,1,0,0,,0,0,,,,3,2,3,4,2,0,0,1,,19,0,16,7,4,3,,,,6,10,6,4,,,,,,1,1,1,1,,2,0,,33,0.19,3,3,3,3
Public Constructor,"ch02.ManHattanPt1.ManHattanPt1",,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,4,1,2,1,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Method,"ch02.ManHattanPt1.closerTo0",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch02.ManHattanPt1.distanceTo0",,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch02.ManHattanPt2",1,1,1,1,4,0,3,0,1,1,0,,0,0,,,,3,2,3,5,2,0,0,1,,19,0,16,7,4,3,,,,6,10,6,4,,,,,,1,1,1,1,,2,0,,33,0.19,3,3,3,3
Public Constructor,"ch02.ManHattanPt2.ManHattanPt2",,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,4,1,2,1,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Method,"ch02.ManHattanPt2.closerTo0",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Method,"ch02.ManHattanPt2.distanceTo0",,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch02.MoreThanOne",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,1,1,1,1,0,0,0,1,,9,2,6,3,1,1,,,,2,4,3,1,,,,,,1,1,1,1,,2,0,,0,0.17,1,1,1,1
Public Constructor,"ch02.MoreThanOne.MoreThanOne",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Abstract Class,"ch02.NumD",0,0,0,0,0,0,0,0,1,0,2,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,0,,,,0,1,1,0,,,,,,0,0,0,0,,1,0,,0,0.00,0,0,0,0
Class,"ch02.Onion",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,4,1,4,8,2,0,0,2,,24,2,18,9,4,5,,,,5,10,6,4,,,,,,1,1,1,1,,2,0,,25,0.28,4,4,4,4
Public Constructor,"ch02.Onion.Onion",,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Onion.isVegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Onion.onlyOnions",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Method,"ch02.Onion.toString",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Class,"ch02.Pepper",1,1,1,1,3,0,2,1,1,0,0,,0,0,,,,3,1,3,6,2,0,0,1,,18,2,13,8,3,4,,,,5,8,5,3,,,,,,1,1,1,1,,2,0,,0,0.31,3,3,3,3
Public Constructor,"ch02.Pepper.Pepper",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Pepper.isVeggie",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Pepper.whatHolder",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,2,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.50,1,1,1,1
Public Abstract Class,"ch02.PointD",1,1,1,1,4,0,3,1,1,0,2,,0,0,,,,2,0,2,2,1,0,0,1,,10,1,7,4,1,2,,,,2,4,3,1,,,,,,1,1,1,1,,1,0,,0,0.29,1,1,1,1
Abstract Method,"ch02.PointD.distanceTo0",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,0.00,0,0,0,0
Public Method,"ch02.PointD.toString",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Abstract Class,"ch02.PointDCloser",0,0,0,0,0,0,0,0,1,0,2,,0,0,,,,1,0,1,1,1,0,0,0,,5,1,3,2,0,1,,,,1,2,2,0,,,,,,0,0,0,0,,1,0,,0,0.33,0,0,0,0
Abstract Method,"ch02.PointDCloser.distanceTo0",,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,0.00,0,0,0,0
Public Abstract Class,"ch02.PointDCloserSimplify",1,1,1,1,4,0,4,0,1,1,2,,0,0,,,,2,0,2,2,2,0,0,0,,10,1,7,3,1,2,,,,2,4,3,1,,,,,,1,1,1,1,,1,0,,0,0.29,1,1,1,1
Method,"ch02.PointDCloserSimplify.closerTo0",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Abstract Method,"ch02.PointDCloserSimplify.distanceTo0",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,0.00,0,0,0,0
Class,"ch02.Radish",1,1,1,1,3,0,2,1,1,0,0,,0,0,,,,3,1,3,6,2,0,0,1,,18,2,13,8,3,4,,,,5,8,5,3,,,,,,1,1,1,1,,2,0,,0,0.31,3,3,3,3
Public Constructor,"ch02.Radish.Radish",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Radish.isVeggie",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Radish.whatHolder",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,2,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.50,1,1,1,1
Class,"ch02.Sabre",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,1,,,,0,1,1,0,,,,,,0,0,0,0,,2,0,,0,0.50,0,0,0,0
Class,"ch02.Shallot",1,1,1,1,3,0,2,1,1,0,0,,0,0,,,,3,1,3,6,2,0,0,1,,18,2,13,8,3,4,,,,5,8,5,3,,,,,,1,1,1,1,,2,0,,0,0.31,3,3,3,3
Public Constructor,"ch02.Shallot.Shallot",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Shallot.isVeggie",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Shallot.whatHolder",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,2,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.50,1,1,1,1
Class,"ch02.Shrimp",1,1,1,1,3,0,2,1,1,0,0,,0,0,,,,3,1,3,6,2,0,0,1,,18,2,13,8,3,4,,,,5,8,5,3,,,,,,1,1,1,1,,2,0,,33,0.31,3,3,3,3
Public Constructor,"ch02.Shrimp.Shrimp",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Shrimp.isVeggie",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Method,"ch02.Shrimp.whatHolder",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,2,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.50,1,1,1,1
Class,"ch02.Silver",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,3,1,2,1,0,1,,,,0,1,1,0,,,,,,0,0,0,0,,2,0,,0,0.50,0,0,0,0
Class,"ch02.Skewer",1,1,1,1,4,0,3,1,1,0,0,,0,0,,,,2,0,2,6,2,0,0,0,,16,4,10,5,2,3,,,,2,5,3,2,,,,,,1,1,1,1,,2,0,,0,0.30,2,2,2,2
